49.90,162.42
49.90,161.98
50.34,161.54
50.34,161.10
50.78,160.66
50.78,160.22
50.78,159.78
50.78,159.34
50.78,158.90
50.78,158.46
50.78,158.02
50.78,157.58
50.34,157.14
50.34,156.70
49.90,156.26
49.90,155.82
49.90,155.38
49.90,154.94
49.90,154.50
49.90,154.06
49.90,153.62
49.90,153.18
49.90,152.74
49.90,152.30
49.90,151.86
49.90,151.42
49.90,150.98
49.90,150.54
49.90,150.10
49.90,149.66
49.90,149.22
50.34,148.78
50.78,148.34
50.78,147.90
51.22,147.46
51.22,147.02
51.66,146.58
51.66,146.14
52.10,145.70
52.10,145.26
52.10,144.82
52.10,144.38
52.54,143.94
52.54,143.50
52.54,143.06
52.98,142.62
52.98,142.18
53.42,141.74
53.86,141.30
54.30,140.86
54.74,140.42
54.74,139.98
54.74,139.54
55.18,139.10
55.18,138.66
55.18,138.22
55.62,137.78
55.62,137.33
56.06,136.89
56.50,136.45
56.94,136.45
57.38,136.01
57.82,135.57
57.82,135.13
58.26,134.69
58.26,134.25
58.70,133.81
59.14,133.37
59.58,133.37
60.02,133.37
60.46,133.81
60.46,134.25
60.46,134.69
60.46,135.13
60.02,135.57
59.58,136.01
60.90,133.81
60.46,133.37
60.90,132.93
61.34,133.37
61.34,132.93
61.34,132.49
61.34,132.05
61.78,131.61
62.22,131.17
62.67,131.17
63.11,131.17
63.55,131.17
63.99,131.17
64.43,131.61
64.43,132.05
64.43,131.17
64.87,130.73
65.31,130.73
65.31,130.29
65.75,130.73
66.19,131.17
66.19,131.61
65.75,132.05
65.75,132.49
65.75,132.93
65.75,133.37
65.31,133.81
64.87,134.25
65.31,134.69
66.63,132.05
66.63,131.61
66.63,131.17
67.07,130.73
67.07,132.05
67.51,132.05
67.95,132.05
68.39,132.05
68.39,131.61
68.83,131.17
68.83,130.73
68.39,130.29
69.27,131.17
69.71,131.61
69.71,132.05
69.27,132.49
68.83,132.93
68.39,133.37
68.39,133.81
67.95,134.25
67.95,134.69
68.83,132.49
69.27,132.93
69.27,133.37
69.71,133.37
70.15,133.37
69.71,132.49
70.15,132.05
70.59,132.05
71.03,132.05
71.47,132.05
71.91,131.61
71.47,131.17
71.03,130.73
70.59,130.73
70.15,131.17
69.71,131.17
70.59,130.29
70.59,129.85
71.91,131.17
72.35,131.17
72.79,130.73
72.79,130.29
72.79,129.85
72.35,129.41
72.35,128.97
72.35,128.53
72.35,128.09
72.35,127.65
71.91,127.21
71.47,127.21
71.03,127.21
72.35,127.21
72.35,126.77
72.35,126.33
72.35,125.89
72.79,127.65
73.23,128.09
73.67,128.53
74.11,128.53
73.23,130.73
73.67,130.73
74.11,130.73
74.55,130.73
74.99,130.29
75.43,130.29
75.87,129.85
76.31,129.85
76.75,129.41
77.19,128.97
77.19,128.53
77.19,128.09
76.75,127.65
76.31,127.21
77.63,128.97
78.07,128.97
78.51,128.97
78.95,128.97
79.39,128.53
