10.00,116.76
10.00,116.14
10.00,115.51
10.00,114.88
10.00,114.26
10.00,113.63
10.00,113.00
10.00,112.38
10.00,111.75
10.00,111.12
10.00,110.50
10.00,109.87
10.00,109.24
10.00,108.62
10.63,107.99
10.63,107.36
10.63,106.74
11.25,106.11
11.25,105.48
11.88,104.86
12.51,104.23
13.13,103.60
13.76,103.60
14.39,103.60
15.01,104.23
15.01,104.86
15.01,105.48
15.01,103.60
15.01,102.98
15.64,102.35
16.27,101.72
16.89,101.10
17.52,101.10
18.15,101.10
18.77,101.10
19.40,101.10
20.03,101.72
20.03,102.35
20.03,102.98
20.03,103.60
20.03,104.23
20.03,104.86
19.40,105.48
19.40,106.11
18.77,106.74
18.77,107.36
18.15,107.99
17.52,107.99
16.89,108.62
16.89,109.24
16.89,109.87
16.27,110.50
15.64,111.12
15.01,111.75
14.39,112.38
14.39,113.00
14.39,113.63
14.39,114.26
14.39,114.88
14.39,115.51
14.39,116.14
15.01,114.88
15.64,114.26
15.01,113.63
16.89,111.12
16.89,111.75
16.89,110.50
18.77,108.62
18.77,109.24
18.77,109.87
19.40,110.50
19.40,111.12
19.40,111.75
19.40,112.38
18.77,113.00
18.77,113.63
18.77,114.26
18.77,114.88
18.15,115.51
18.15,116.14
17.52,116.76
17.52,117.39
17.52,118.02
16.89,118.64
16.89,119.27
16.89,119.90
16.89,120.52
16.27,121.15
15.64,121.78
15.64,122.40
15.64,123.03
15.64,123.66
15.01,124.28
14.39,124.91
13.76,125.54
13.76,126.16
13.76,126.79
13.76,127.42
13.76,128.04
13.76,128.67
13.13,129.30
13.13,129.92
13.13,130.55
13.13,131.17
13.76,131.80
13.76,132.43
13.76,133.05
13.76,133.68
13.76,134.31
13.76,134.93
13.76,135.56
13.76,136.19
13.76,136.81
13.76,137.44
14.39,138.07
15.01,138.69
15.01,139.32
15.64,139.95
16.27,140.57
16.27,141.20
16.27,141.83
16.27,142.45
16.27,143.08
16.89,143.71
16.89,144.33
17.52,144.96
17.52,145.59
18.15,146.21
18.15,146.84
18.15,147.47
18.77,148.09
19.40,148.09
20.03,148.72
20.03,149.35
20.03,149.97
20.03,150.60
20.65,151.23
20.65,151.85
20.65,152.48
20.65,153.11
21.28,153.73
21.91,153.73
22.53,153.73
23.16,153.73
23.79,153.73
24.41,154.36
24.41,154.99
24.41,155.61
24.41,156.24
25.04,156.87
25.67,157.49
26.29,158.12
26.29,158.75
26.29,159.37
26.92,160.00
27.55,160.63
28.17,160.63
28.80,161.25
29.43,161.25
29.43,160.63
30.05,160.63
30.05,160.00
29.43,159.37
29.43,158.75
29.43,158.12
29.43,157.49
30.68,161.25
30.05,161.88
30.05,162.51
30.68,163.13
31.31,163.76
31.31,164.39
31.31,165.01
31.31,165.64
31.93,166.27
32.56,166.27
33.19,166.89
33.81,166.89
34.44,167.52
34.44,168.15
35.07,168.77
35.69,169.40
36.32,170.03
36.95,170.65
37.57,171.28
38.20,171.91
38.83,171.91
39.45,172.53
40.08,172.53
40.70,172.53
41.33,172.53
41.33,171.91
41.33,171.28
40.70,170.65
41.33,170.03
41.96,170.65
41.96,172.53
42.58,172.53
43.21,172.53
43.84,173.16
44.46,173.16
45.09,173.16
45.72,173.16
46.34,173.16
46.97,173.16
47.60,173.79
47.60,173.16
47.60,172.53
48.22,171.91
47.60,171.28
47.60,170.65
46.97,170.03
46.34,170.03
45.72,170.03
47.60,169.40
48.22,174.41
48.85,174.41
49.48,174.41
50.10,174.41
50.10,173.79
50.10,173.16
50.10,172.53
50.10,171.91
50.73,175.04
51.36,175.04
51.98,175.04
52.61,175.67
53.24,175.67
53.86,175.67
54.49,175.67
55.12,175.67
55.74,175.67
55.74,175.04
55.74,174.41
55.12,173.79
56.37,175.67
57.00,175.67
57.62,176.29
58.25,176.29
58.88,176.29
59.50,176.92
60.13,176.92
60.76,176.92
61.38,176.92
62.01,176.92
62.64,176.92
63.26,176.92
63.89,176.92
64.52,176.29
64.52,175.67
65.14,176.29
65.77,176.29
65.77,175.67
65.14,175.04
66.40,176.29
67.02,176.92
67.02,176.29
67.02,175.67
67.02,175.04
67.02,174.41
67.02,173.79
67.02,173.16
67.02,172.53
67.02,171.91
67.02,171.28
67.02,170.65
67.65,170.03
68.28,170.03
67.65,176.92
68.28,176.92
68.90,176.92
69.53,176.92
70.16,176.29
70.78,175.67
71.41,175.04
72.04,175.04
72.66,174.41
73.29,174.41
73.92,174.41
74.54,173.79
74.54,173.16
74.54,172.53
75.17,173.79
75.80,173.79
76.42,173.79
77.05,173.79
77.68,173.79
78.30,173.79
78.93,173.16
79.56,173.16
80.18,172.53
80.81,172.53
81.44,173.16
82.06,173.16
82.69,173.16
83.32,173.16
83.94,173.16
84.57,173.16
85.20,173.16
85.82,173.16
86.45,173.16
87.08,173.16
87.70,173.16
88.33,173.79
88.96,173.79
89.58,173.79
90.21,173.79
90.84,173.79
91.46,173.16
92.09,173.16
92.72,173.16
93.34,173.16
93.97,173.16
94.60,173.16
95.22,173.16
95.85,172.53
95.22,171.91
94.60,171.28
93.97,170.65
93.34,170.03
92.72,170.03
92.09,169.40
91.46,169.40
90.84,169.40
90.21,169.40
89.58,169.40
88.96,169.40
88.33,169.40
87.70,169.40
87.08,169.40
86.45,168.77
85.82,168.77
85.20,168.77
84.57,168.77
83.94,168.15
83.32,168.15
82.69,168.15
82.06,168.15
81.44,168.15
80.81,168.15
80.18,168.15
79.56,168.77
78.93,168.77
78.30,169.40
77.68,169.40
77.05,169.40
76.42,169.40
75.80,168.77
75.17,168.15
74.54,168.15
73.92,167.52
73.29,167.52
72.66,168.15
72.04,168.15
71.41,168.77
70.78,168.77
70.16,168.15
70.16,167.52
69.53,166.89
68.90,166.89
68.28,166.89
67.65,166.27
67.02,165.64
66.40,165.01
65.77,165.01
65.14,165.01
64.52,165.01
63.89,165.64
63.26,165.64
62.64,165.64
63.26,165.01
63.26,164.39
63.26,163.76
62.64,163.13
62.01,162.51
61.38,162.51
60.76,163.13
60.13,163.76
59.50,163.76
58.88,163.76
58.25,163.13
57.62,162.51
57.00,161.88
56.37,161.88
55.74,161.88
55.12,162.51
55.74,163.13
57.62,161.88
58.25,161.88
58.88,162.51
58.88,163.13
58.88,161.88
59.50,161.88
60.13,161.88
60.76,162.51
63.89,164.39
70.78,167.52
71.41,168.15
72.04,169.40
72.66,168.77
74.54,167.52
75.17,166.89
75.17,166.27
75.80,165.64
76.42,165.01
76.42,164.39
78.93,170.03
80.81,167.52
80.18,166.89
80.18,166.27
92.72,169.40
93.34,168.77
93.97,168.15
94.60,167.52
95.22,167.52
95.85,167.52
96.48,167.52
97.10,167.52
97.73,167.52
98.36,166.89
98.98,166.89
99.61,166.89
100.23,166.89
100.86,166.89
101.49,166.89
102.11,166.89
102.74,166.89
103.37,166.89
103.99,166.89
104.62,166.89
105.25,166.89
105.87,167.52
105.87,168.15
105.87,168.77
105.25,169.40
105.25,170.03
104.62,170.65
103.99,170.65
103.37,170.65
102.74,171.28
102.11,171.28
101.49,171.91
100.86,171.91
100.23,171.91
99.61,171.91
98.98,171.91
98.36,171.91
97.73,171.91
97.10,171.91
96.48,172.53
105.87,166.27
106.50,165.64
107.13,165.01
107.13,164.39
107.75,163.76
108.38,163.13
109.01,163.13
109.63,162.51
110.26,162.51
110.89,162.51
111.51,161.88
112.14,161.88
112.77,161.88
113.39,161.25
114.02,161.25
114.65,160.63
115.27,160.63
115.90,160.00
116.53,160.00
117.15,160.00
117.78,159.37
118.41,158.75
119.03,158.75
119.66,158.12
120.29,157.49
120.91,157.49
121.54,157.49
122.17,157.49
122.79,157.49
123.42,156.87
124.05,156.87
124.67,156.24
125.30,156.24
125.93,155.61
126.55,155.61
127.18,155.61
127.81,155.61
128.43,155.61
129.06,155.61
129.69,155.61
130.31,155.61
130.94,155.61
131.57,155.61
132.19,155.61
132.82,155.61
132.82,154.99
133.45,155.61
134.07,155.61
134.70,156.24
135.33,156.87
135.95,156.87
